timestamp,runtime,episode,mean_reward,temperature
1773314626.356239,13.370938777923584,0,0.09398761552074575,0.099
1773314637.153423,24.168122053146362,100,0.12867653285502456,0.09801
1773314646.213911,33.228610038757324,200,0.5102924146922305,0.0970299
1773314653.488621,40.50331997871399,300,0.5152995907701552,0.096059601
1773314660.754824,47.76952290534973,400,0.4794133990071714,0.09509900499
1773314667.833761,54.84845995903015,500,0.5828545377589762,0.0941480149401
1773314674.700929,61.715627908706665,600,0.5809777090325952,0.093206534790699
1773314681.6525812,68.66728019714355,700,0.6754451589658856,0.09227446944279201
1773314688.688326,75.70302486419678,800,0.696677734144032,0.09135172474836409
1773314695.8434958,82.85819482803345,900,0.6504943948239088,0.09043820750088044
1773314702.905136,89.9198350906372,1000,0.624222313053906,0.08953382542587164
1773314709.797632,96.81233191490173,1100,0.7128098737448454,0.08863848717161292
1773314716.8199391,103.83463907241821,1200,0.6900388984940946,0.08775210229989679
1773314723.983775,110.99847388267517,1300,0.7277587307617068,0.08687458127689782
1773314731.007199,118.02189803123474,1400,0.6882448056712747,0.08600583546412884
1773314737.9725251,124.98722410202026,1500,0.7290126485750079,0.08514577710948755
1773314745.168874,132.18357300758362,1600,0.7234202958643436,0.08429431933839267
1773314752.0938141,139.10851311683655,1700,0.7800228372216225,0.08345137614500873
1773314759.108054,146.12275290489197,1800,0.6863747369498014,0.08261686238355864
1773314766.282122,153.29682207107544,1900,0.6849300563335419,0.08179069375972306
1773314773.385788,160.40048694610596,2000,0.7420153254643083,0.08097278682212583
1773314780.4110038,167.42570281028748,2100,0.7102042315527797,0.08016305895390458
1773314787.554841,174.5695400238037,2200,0.7109683305025101,0.07936142836436554
1773314796.293804,183.30850291252136,2300,0.7813694681972265,0.07856781408072187
1773314803.235116,190.24981498718262,2400,0.809321166947484,0.07778213593991465
1773314810.26507,197.27976894378662,2500,0.8012033794075251,0.0770043145805155
1773314817.942602,204.95730090141296,2600,0.8024862185120583,0.07623427143471034
1773314825.7582889,212.77298784255981,2700,0.8106919685378671,0.07547192872036323
1773314833.585529,220.60022807121277,2800,0.743094633333385,0.0747172094331596
1773314842.3051,229.3198001384735,2900,0.8271260410547256,0.073970037338828
1773314849.851325,236.8660249710083,3000,0.8051953595131636,0.07323033696543972
1773314857.692019,244.70671796798706,3100,0.7696488704532385,0.07249803359578533
1773314865.014993,252.02969193458557,3200,0.790472206659615,0.07177305325982747
1773314872.376481,259.39118003845215,3300,0.8204830642789602,0.0710553227272292
1773314880.013151,267.02784991264343,3400,0.8149666953831911,0.07034476949995691
1773314887.738525,274.7532238960266,3500,0.7741002906113863,0.06964132180495734
1773314895.122941,282.13763999938965,3600,0.8102800510823727,0.06894490858690777
1773314902.30392,289.31861901283264,3700,0.7336581777781248,0.06825545950103869
1773314909.443109,296.45780897140503,3800,0.7856547050178051,0.0675729049060283
1773314916.6718159,303.68651485443115,3900,0.7839858140796423,0.06689717585696801
1773314924.643722,311.6584210395813,4000,0.7588741704821587,0.06622820409839833
1773314932.031677,319.04637694358826,4100,0.8320629894733429,0.06556592205741435
1773314940.3667462,327.38144516944885,4200,0.7812954764813185,0.0649102628368402
1773314949.054558,336.06925797462463,4300,0.8077186681330204,0.06426116020847181
1773314956.510247,343.52494597435,4400,0.8159927185624838,0.06361854860638709
1773314963.826941,350.84163999557495,4500,0.7816837318241596,0.06298236312032322
1773314970.8050702,357.8197691440582,4600,0.7791711566969752,0.06235253948911999
1773314977.860378,364.87507700920105,4700,0.8141187764704227,0.06172901409422879
1773314985.3349838,372.34968400001526,4800,0.7997176758944988,0.061111723953286505
1773314992.736036,379.75073504447937,4900,0.8035773150622845,0.06050060671375364
1773314999.906163,386.9208619594574,5000,0.7812323598191142,0.0598956006466161
1773315006.995051,394.0097498893738,5100,0.7905645594000816,0.05929664464014994
1773315013.977437,400.9921360015869,5200,0.827690526843071,0.05870367819374844
1773315021.13549,408.150190114975,5300,0.8628111258149147,0.05811664141181096
1773315028.377449,415.3921480178833,5400,0.7663173992186785,0.05753547499769285
1773315035.32587,422.3405690193176,5500,0.8072134610265493,0.05696012024771592
1773315042.424778,429.4394769668579,5600,0.7855926174670458,0.05639051904523876
1773315049.573654,436.5883529186249,5700,0.7935494929552078,0.05582661385478637
1773315056.784502,443.7992010116577,5800,0.8326744474470615,0.05526834771623851
1773315063.92718,450.9418799877167,5900,0.8396333865821362,0.054715664239076124
1773315071.261253,458.2759521007538,6000,0.870740994811058,0.054168507596685365
1773315078.4086258,465.4233260154724,6100,0.8213141746819019,0.053626822520718515
1773315085.474376,472.48907494544983,6200,0.8079696763306856,0.05309055429551133
1773315092.721844,479.73654294013977,6300,0.7363256718963385,0.05255964875255621
1773315100.103771,487.1184709072113,6400,0.8649832531809807,0.05203405226503065
1773315107.329875,494.3445739746094,6500,0.8256307374686003,0.05151371174238034
1773315114.5993652,501.61406421661377,6600,0.8541382979601622,0.050998574624956536
1773315121.7248151,508.73951411247253,6700,0.8406621441245079,0.05048858887870697
1773315129.0409348,516.0556337833405,6800,0.7965520434081554,0.0499837029899199
1773315136.137155,523.1518540382385,6900,0.8176257163286209,0.049483865960020704
1773315143.5070221,530.521721124649,7000,0.8524631131440401,0.0489890273004205
1773315150.647161,537.6618599891663,7100,0.8519756589084864,0.048499137027416296
1773315157.855554,544.8702530860901,7200,0.8528487589210272,0.048014145657142134
1773315165.007435,552.022134065628,7300,0.8817308414727449,0.04753400420057071
1773315172.220984,559.235682964325,7400,0.8018171191215515,0.047058664158565
1773315179.365867,566.3805658817291,7500,0.7972518783062696,0.046588077516979354
1773315187.103449,574.1181480884552,7600,0.8472981471568346,0.04612219674180956
