timestamp,runtime,episode,mean_reward,temperature
1773560114.9157162,8.226319074630737,0,0.175575968780322,0.099
1773560132.998532,26.309134006500244,100,0.2301966049708426,0.09801
1773560149.5485299,42.859131813049316,200,0.40208653826266527,0.0970299
1773560166.256591,59.56719374656677,300,0.3880435140818008,0.096059601
1773560183.0209951,76.33159804344177,400,0.43921962659806013,0.09509900499
1773560200.126817,93.4374189376831,500,0.4714446859434247,0.0941480149401
1773560217.046932,110.35753393173218,600,0.5228863921947777,0.093206534790699
1773560233.131598,126.44219994544983,700,0.5006899875588715,0.09227446944279201
1773560249.183289,142.49389100074768,800,0.4806242927443236,0.09135172474836409
1773560265.0668218,158.37742376327515,900,0.505802939645946,0.09043820750088044
1773560280.853293,174.1638948917389,1000,0.5437961686402559,0.08953382542587164
1773560296.5410728,189.85167479515076,1100,0.4923147144727409,0.08863848717161292
1773560312.1253629,205.43596601486206,1200,0.5551596060395241,0.08775210229989679
1773560327.899173,221.20977592468262,1300,0.4489249116741121,0.08687458127689782
1773560343.736927,237.0475299358368,1400,0.560772517696023,0.08600583546412884
1773560359.288353,252.59895491600037,1500,0.4757909282052424,0.08514577710948755
1773560375.039714,268.3503170013428,1600,0.47578063257969916,0.08429431933839267
1773560390.626435,283.9370369911194,1700,0.5654573645442724,0.08345137614500873
1773560406.402438,299.71304082870483,1800,0.5025462419725955,0.08261686238355864
1773560422.134998,315.4456000328064,1900,0.5280337093863636,0.08179069375972306
1773560437.835948,331.14655089378357,2000,0.4926314007025212,0.08097278682212583
1773560453.512108,346.82271003723145,2100,0.5343611761927605,0.08016305895390458
1773560469.17797,362.4885718822479,2200,0.5255146599374712,0.07936142836436554
1773560484.7761269,378.08673000335693,2300,0.5698443739674985,0.07856781408072187
1773560500.485321,393.79592299461365,2400,0.5922560561448336,0.07778213593991465
1773560516.123477,409.4340789318085,2500,0.5407358608208597,0.0770043145805155
1773560531.821568,425.1321699619293,2600,0.4929953224491328,0.07623427143471034
1773560547.3189602,440.6295621395111,2700,0.49115393264219165,0.07547192872036323
1773560562.906268,456.2168698310852,2800,0.5530999647453427,0.0747172094331596
1773560578.6085792,471.91918206214905,2900,0.5186903655994684,0.073970037338828
