timestamp,runtime,episode,mean_reward,temperature
1773482934.2728488,5.9980690479278564,0,0.056269504595547915,0.099
1773482948.247042,19.97226333618164,100,0.09749997204198735,0.09801
1773482962.167205,33.892425298690796,200,0.05459764328770689,0.0970299
1773482976.0416708,47.76689100265503,300,0.09231093923153821,0.096059601
1773482989.9580579,61.683279275894165,400,0.11795735383202555,0.09509900499
1773483003.80371,75.52893018722534,500,0.21434233496256638,0.0941480149401
1773483017.65831,89.3835301399231,600,0.32269743410870433,0.093206534790699
1773483031.6467872,103.37200736999512,700,0.29079537134384736,0.09227446944279201
1773483045.435976,117.16119623184204,800,0.2996859826380387,0.09135172474836409
1773483059.061476,130.78669619560242,900,0.24900780920870602,0.09043820750088044
1773483072.744503,144.4697241783142,1000,0.31615724292350933,0.08953382542587164
1773483086.21299,157.93821024894714,1100,0.3048223063815385,0.08863848717161292
1773483099.167853,170.8930733203888,1200,0.34808831036207266,0.08775210229989679
