timestamp,runtime,episode,mean_reward,temperature
1773462996.1679418,10.982519626617432,0,0.12471904618723784,0.099
1773463043.4959412,58.310518980026245,1000,0.5479073487222195,0.08953382542587164
1773463089.265632,104.08021092414856,2000,0.6070885369554162,0.08097278682212583
1773463134.637238,149.45181584358215,3000,0.5615165587514639,0.07323033696543972
1773463180.4902642,195.30484199523926,4000,0.581223672721535,0.06622820409839833
1773463226.654111,241.46868872642517,5000,0.6271671964786947,0.0598956006466161
1773463271.95984,286.7744188308716,6000,0.6146462035831064,0.054168507596685365
1773463318.083893,332.8984708786011,7000,0.6068014409393072,0.0489890273004205
1773463364.6021261,379.4167048931122,8000,0.6585616432130337,0.044304798162617266
1773463409.7754738,424.590051651001,9000,0.6633667452260852,0.04006846529515407
1773463454.884106,469.6986837387085,10000,0.6506608864292502,0.03623720178604972
1773463500.237262,515.0518410205841,11000,0.6568548679351807,0.03277227574378041
1773463545.631444,560.4460217952728,12000,0.6493534473702312,0.029638658739920845
1773463591.189688,606.0042657852173,13000,0.6068685315549374,0.026804671691687453
1773463637.08192,651.8964977264404,14000,0.6407557614147663,0.02424166460445806
1773463682.37257,697.1871478557587,15000,0.6452820943668485,0.021923726936647268
1773463728.1417742,742.9563529491425,16000,0.6843170607462525,0.01982742565889147
1773463773.780305,788.5948827266693,17000,0.6238318756222725,0.017931568359471076
1773463823.8520489,838.6666266918182,18000,0.6111508477479219,0.016216989001100673
1773463871.317806,886.1323838233948,19000,0.6414216430857778,0.014666354163210386
1773463917.725736,932.5403137207031,20000,0.6700731739401817,0.013263987810938228
1773463963.174208,977.9887857437134,21000,0.647384699434042,0.011995712819347802
1773464008.156481,1022.97105884552,22000,0.6393445525318384,0.01084870765077148
1773464053.4556952,1068.2702729701996,23000,0.6190289529040456,0.01
1773464098.8286731,1113.6432509422302,24000,0.6484334114938974,0.01
1773464144.335249,1159.1498267650604,25000,0.6069148369133472,0.01
1773464189.421876,1204.2364537715912,26000,0.6354395714588463,0.01
1773464234.778208,1249.592785835266,27000,0.5801562909036875,0.01
